Time,Violation,TrackID,Plate,Lat,Lon
2026-04-21 10:25:53,No Helmet,11,outputs/images/violation_11.jpg,30.3398,76.3869
2026-04-21 10:25:53,No Helmet,1,outputs/images/violation_1.jpg,30.3398,76.3869
2026-04-21 10:25:54,No Helmet,11,outputs/images/violation_11.jpg,30.3398,76.3869
2026-04-21 10:25:55,No Helmet,1,outputs/images/violation_1.jpg,30.3398,76.3869
2026-04-21 10:25:55,No Helmet,11,outputs/images/violation_11.jpg,30.3398,76.3869
2026-04-21 10:25:56,No Helmet,1,outputs/images/violation_1.jpg,30.3398,76.3869
2026-04-21 10:25:56,No Helmet,11,outputs/images/violation_11.jpg,30.3398,76.3869
2026-04-21 10:25:57,No Helmet,1,outputs/images/violation_1.jpg,30.3398,76.3869
2026-04-21 10:25:57,No Helmet,11,outputs/images/violation_11.jpg,30.3398,76.3869
2026-04-21 10:25:58,No Helmet,1,outputs/images/violation_1.jpg,30.3398,76.3869
2026-04-21 10:25:58,No Helmet,11,outputs/images/violation_11.jpg,30.3398,76.3869
2026-04-21 10:25:59,No Helmet,1,outputs/images/violation_1.jpg,30.3398,76.3869
2026-04-21 10:25:59,No Helmet,11,outputs/images/violation_11.jpg,30.3398,76.3869
2026-04-21 10:26:00,No Helmet,1,outputs/images/violation_1.jpg,30.3398,76.3869
2026-04-21 10:26:00,No Helmet,11,outputs/images/violation_11.jpg,30.3398,76.3869
2026-04-21 10:26:01,No Helmet,1,outputs/images/violation_1.jpg,30.3398,76.3869
2026-04-21 10:26:01,No Helmet,11,outputs/images/violation_11.jpg,30.3398,76.3869
2026-04-21 10:26:02,No Helmet,1,outputs/images/violation_1.jpg,30.3398,76.3869
2026-04-21 10:26:02,No Helmet,11,outputs/images/violation_11.jpg,30.3398,76.3869
2026-04-21 10:26:03,No Helmet,1,outputs/images/violation_1.jpg,30.3398,76.3869
2026-04-21 10:26:03,No Helmet,11,outputs/images/violation_11.jpg,30.3398,76.3869
2026-04-21 10:35:28,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-21 10:35:28,No Helmet,1,outputs/images/violation_1.jpg,30.3398,76.3869
2026-04-21 10:35:28,No Helmet,2,outputs/images/violation_2.jpg,30.3398,76.3869
2026-04-21 10:35:28,No Helmet,3,outputs/images/violation_3.jpg,30.3398,76.3869
2026-04-21 10:35:28,No Helmet,4,outputs/images/violation_4.jpg,30.3398,76.3869
2026-04-21 10:35:28,No Helmet,5,outputs/images/violation_5.jpg,30.3398,76.3869
2026-04-21 10:35:28,No Helmet,6,outputs/images/violation_6.jpg,30.3398,76.3869
2026-04-21 10:35:29,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-21 10:35:29,No Helmet,1,outputs/images/violation_1.jpg,30.3398,76.3869
2026-04-21 10:35:29,No Helmet,2,outputs/images/violation_2.jpg,30.3398,76.3869
2026-04-21 10:35:29,No Helmet,4,outputs/images/violation_4.jpg,30.3398,76.3869
2026-04-21 10:35:29,No Helmet,5,outputs/images/violation_5.jpg,30.3398,76.3869
2026-04-21 10:35:29,No Helmet,3,outputs/images/violation_3.jpg,30.3398,76.3869
2026-04-21 10:35:30,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-21 10:35:30,No Helmet,4,outputs/images/violation_4.jpg,30.3398,76.3869
2026-04-21 10:35:30,No Helmet,1,outputs/images/violation_1.jpg,30.3398,76.3869
2026-04-21 10:35:30,No Helmet,2,outputs/images/violation_2.jpg,30.3398,76.3869
2026-04-21 10:35:30,No Helmet,3,outputs/images/violation_3.jpg,30.3398,76.3869
2026-04-21 10:35:30,No Helmet,5,outputs/images/violation_5.jpg,30.3398,76.3869
2026-04-21 10:35:31,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-21 10:35:31,No Helmet,1,outputs/images/violation_1.jpg,30.3398,76.3869
2026-04-21 10:35:31,No Helmet,4,outputs/images/violation_4.jpg,30.3398,76.3869
2026-04-21 10:35:31,No Helmet,2,outputs/images/violation_2.jpg,30.3398,76.3869
2026-04-21 10:35:31,No Helmet,3,outputs/images/violation_3.jpg,30.3398,76.3869
2026-04-21 10:35:31,No Helmet,7,outputs/images/violation_7.jpg,30.3398,76.3869
2026-04-21 10:35:31,No Helmet,5,outputs/images/violation_5.jpg,30.3398,76.3869
2026-04-21 10:36:44,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-21 10:36:44,No Helmet,1,outputs/images/violation_1.jpg,30.3398,76.3869
2026-04-21 10:36:44,No Helmet,2,outputs/images/violation_2.jpg,30.3398,76.3869
2026-04-21 10:36:44,No Helmet,3,outputs/images/violation_3.jpg,30.3398,76.3869
2026-04-21 10:36:44,No Helmet,4,outputs/images/violation_4.jpg,30.3398,76.3869
2026-04-21 10:36:45,No Helmet,5,outputs/images/violation_5.jpg,30.3398,76.3869
2026-04-21 10:36:45,No Helmet,6,outputs/images/violation_6.jpg,30.3398,76.3869
2026-04-21 10:36:46,No Helmet,2,outputs/images/violation_2.jpg,30.3398,76.3869
2026-04-21 10:36:46,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-21 10:36:46,No Helmet,3,outputs/images/violation_3.jpg,30.3398,76.3869
2026-04-21 10:36:46,No Helmet,1,outputs/images/violation_1.jpg,30.3398,76.3869
2026-04-21 10:36:46,No Helmet,5,outputs/images/violation_5.jpg,30.3398,76.3869
2026-04-21 10:36:46,No Helmet,6,outputs/images/violation_6.jpg,30.3398,76.3869
2026-04-21 10:36:47,No Helmet,2,outputs/images/violation_2.jpg,30.3398,76.3869
2026-04-21 10:36:47,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-21 10:36:47,No Helmet,1,outputs/images/violation_1.jpg,30.3398,76.3869
2026-04-21 10:36:47,No Helmet,3,outputs/images/violation_3.jpg,30.3398,76.3869
2026-04-21 10:36:47,No Helmet,5,outputs/images/violation_5.jpg,30.3398,76.3869
2026-04-21 10:36:47,No Helmet,6,outputs/images/violation_6.jpg,30.3398,76.3869
2026-04-21 10:36:47,No Helmet,7,outputs/images/violation_7.jpg,30.3398,76.3869
2026-04-21 10:36:47,No Helmet,4,outputs/images/violation_4.jpg,30.3398,76.3869
2026-04-24 13:10:01,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-24 13:10:01,No Helmet,1,outputs/images/violation_1.jpg,30.3398,76.3869
2026-04-24 13:10:01,No Helmet,2,outputs/images/violation_2.jpg,30.3398,76.3869
2026-04-24 13:10:01,No Helmet,3,outputs/images/violation_3.jpg,30.3398,76.3869
2026-04-24 13:10:01,No Helmet,4,outputs/images/violation_4.jpg,30.3398,76.3869
2026-04-24 13:10:02,No Helmet,2,outputs/images/violation_2.jpg,30.3398,76.3869
2026-04-24 13:10:03,No Helmet,3,outputs/images/violation_3.jpg,30.3398,76.3869
2026-04-24 13:10:03,No Helmet,2,outputs/images/violation_2.jpg,30.3398,76.3869
2026-04-24 13:10:04,No Helmet,2,outputs/images/violation_2.jpg,30.3398,76.3869
2026-04-24 13:10:05,No Helmet,2,outputs/images/violation_2.jpg,30.3398,76.3869
2026-04-24 13:10:06,No Helmet,2,outputs/images/violation_2.jpg,30.3398,76.3869
2026-04-24 13:10:06,No Helmet,3,outputs/images/violation_3.jpg,30.3398,76.3869
2026-04-24 13:10:06,No Helmet,7,outputs/images/violation_7.jpg,30.3398,76.3869
2026-04-24 13:10:07,No Helmet,2,outputs/images/violation_2.jpg,30.3398,76.3869
2026-04-24 13:10:08,No Helmet,2,outputs/images/violation_2.jpg,30.3398,76.3869
2026-04-24 13:10:08,No Helmet,3,outputs/images/violation_3.jpg,30.3398,76.3869
2026-04-26 13:14:22,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-26 13:14:22,No Helmet,1,outputs/images/violation_1.jpg,30.3398,76.3869
2026-04-26 13:14:23,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-26 13:14:23,No Helmet,2,outputs/images/violation_2.jpg,30.3398,76.3869
2026-04-26 13:14:24,No Helmet,1,outputs/images/violation_1.jpg,30.3398,76.3869
2026-04-26 13:14:24,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-26 13:14:25,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-26 13:14:26,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-26 13:14:27,No Helmet,1,outputs/images/violation_1.jpg,30.3398,76.3869
2026-04-26 13:14:27,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-26 13:14:28,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
2026-04-26 13:14:29,No Helmet,1,outputs/images/violation_1.jpg,30.3398,76.3869
2026-04-26 13:14:29,No Helmet,0,outputs/images/violation_0.jpg,30.3398,76.3869
